304302,2010,primera+división+de+venezuela,6037,C8142F,Carabobo,10524,000000,Caroní
304303,2010,primera+división+de+venezuela,4811,C8142F,Caracas F.C.,6041,000099,Monagas SC
304304,2010,primera+división+de+venezuela,5268,C8142F,Trujillanos,6038,000099,Estudiantes de Mérida
304305,2010,primera+división+de+venezuela,4818,C8142F,Deportivo Táchira,10096,000099,Yaracuyanos
304306,2010,primera+división+de+venezuela,10522,000000,Atlético Venezuela,7918,000099,Atlético Vigía
304307,2010,primera+división+de+venezuela,10490,000000,CD Lara,9789,C60000,Zulia
304308,2010,primera+división+de+venezuela,6763,C8142F,Zamora,6036,000099,Aragua
304309,2010,primera+división+de+venezuela,4810,C8142F,A.C. Mineros,10092,000099,Real Espor
304310,2010,primera+división+de+venezuela,8203,C8142F,Deportivo Anzoategui,7921,000099,Deportivo Petare
304311,2010,primera+división+de+venezuela,10096,C8142F,Yaracuyanos,5268,000099,Trujillanos
304312,2010,primera+división+de+venezuela,6036,C8142F,Aragua,10490,000000,CD Lara
304313,2010,primera+división+de+venezuela,9789,000000,Zulia,7918,000099,Atlético Vigía
304314,2010,primera+división+de+venezuela,6038,C8142F,Estudiantes de Mérida,6037,000099,Carabobo
304315,2010,primera+división+de+venezuela,10524,000000,Caroní,4811,000099,Caracas F.C.
304316,2010,primera+división+de+venezuela,6041,C8142F,Monagas SC,10522,000000,Atlético Venezuela
304317,2010,primera+división+de+venezuela,4818,C8142F,Deportivo Táchira,8203,000099,Deportivo Anzoategui
304318,2010,primera+división+de+venezuela,7921,C8142F,Deportivo Petare,4810,000099,A.C. Mineros
304319,2010,primera+división+de+venezuela,10092,C8142F,Real Espor,6763,000099,Zamora
304320,2010,primera+división+de+venezuela,6037,C8142F,Carabobo,10096,000099,Yaracuyanos
304322,2010,primera+división+de+venezuela,4811,C8142F,Caracas F.C.,6038,000099,Estudiantes de Mérida
304323,2010,primera+división+de+venezuela,5268,C8142F,Trujillanos,4818,000099,Deportivo Táchira
304324,2010,primera+división+de+venezuela,6041,C8142F,Monagas SC,9789,000000,Zulia
304325,2010,primera+división+de+venezuela,7918,C8142F,Atlético Vigía,6036,000099,Aragua
304326,2010,primera+división+de+venezuela,10490,000000,CD Lara,10092,000099,Real Espor
304327,2010,primera+división+de+venezuela,6763,C8142F,Zamora,7921,000099,Deportivo Petare
304328,2010,primera+división+de+venezuela,4810,C8142F,A.C. Mineros,8203,000099,Deportivo Anzoategui
304329,2010,primera+división+de+venezuela,10096,C8142F,Yaracuyanos,4811,000099,Caracas F.C.
304330,2010,primera+división+de+venezuela,6036,C8142F,Aragua,9789,000000,Zulia
304331,2010,primera+división+de+venezuela,4818,C8142F,Deportivo Táchira,6037,000099,Carabobo
304332,2010,primera+división+de+venezuela,6038,C8142F,Estudiantes de Mérida,10522,000000,Atlético Venezuela
304333,2010,primera+división+de+venezuela,10524,000000,Caroní,6041,000099,Monagas SC
304334,2010,primera+división+de+venezuela,5268,C8142F,Trujillanos,4810,000099,A.C. Mineros
304335,2010,primera+división+de+venezuela,8203,C8142F,Deportivo Anzoategui,6763,000099,Zamora
304336,2010,primera+división+de+venezuela,7921,C8142F,Deportivo Petare,10490,000000,CD Lara
304337,2010,primera+división+de+venezuela,10092,C8142F,Real Espor,7918,000099,Atlético Vigía
304338,2010,primera+división+de+venezuela,6037,C8142F,Carabobo,5268,000099,Trujillanos
304339,2010,primera+división+de+venezuela,9789,000000,Zulia,10092,000099,Real Espor
304340,2010,primera+división+de+venezuela,6041,C8142F,Monagas SC,6038,000099,Estudiantes de Mérida
304341,2010,primera+división+de+venezuela,10522,000000,Atlético Venezuela,10096,000099,Yaracuyanos
304342,2010,primera+división+de+venezuela,4811,C8142F,Caracas F.C.,4818,000099,Deportivo Táchira
304343,2010,primera+división+de+venezuela,10524,000000,Caroní,6036,000099,Aragua
304344,2010,primera+división+de+venezuela,7918,C8142F,Atlético Vigía,7921,000099,Deportivo Petare
304345,2010,primera+división+de+venezuela,10490,000000,CD Lara,8203,000099,Deportivo Anzoategui
304346,2010,primera+división+de+venezuela,6763,C8142F,Zamora,4810,000099,A.C. Mineros
304347,2010,primera+división+de+venezuela,6037,C8142F,Carabobo,6763,000099,Zamora
304348,2010,primera+división+de+venezuela,10096,C8142F,Yaracuyanos,6041,000099,Monagas SC
304349,2010,primera+división+de+venezuela,5268,C8142F,Trujillanos,4811,000099,Caracas F.C.
304350,2010,primera+división+de+venezuela,4818,C8142F,Deportivo Táchira,10522,000000,Atlético Venezuela
304351,2010,primera+división+de+venezuela,6038,C8142F,Estudiantes de Mérida,10524,000000,Caroní
304352,2010,primera+división+de+venezuela,4810,C8142F,A.C. Mineros,10490,000000,CD Lara
304353,2010,primera+división+de+venezuela,8203,C8142F,Deportivo Anzoategui,7918,000099,Atlético Vigía
304354,2010,primera+división+de+venezuela,7921,C8142F,Deportivo Petare,9789,000000,Zulia
304355,2010,primera+división+de+venezuela,10092,C8142F,Real Espor,6036,000099,Aragua
304356,2010,primera+división+de+venezuela,6036,C8142F,Aragua,7921,000099,Deportivo Petare
304357,2010,primera+división+de+venezuela,7918,C8142F,Atlético Vigía,4810,000099,A.C. Mineros
304358,2010,primera+división+de+venezuela,10524,000000,Caroní,10096,000099,Yaracuyanos
304359,2010,primera+división+de+venezuela,6041,C8142F,Monagas SC,4818,000099,Deportivo Táchira
304360,2010,primera+división+de+venezuela,10522,000000,Atlético Venezuela,5268,000099,Trujillanos
304361,2010,primera+división+de+venezuela,4811,C8142F,Caracas F.C.,6037,000099,Carabobo
304362,2010,primera+división+de+venezuela,6038,C8142F,Estudiantes de Mérida,10092,000099,Real Espor
304363,2010,primera+división+de+venezuela,9789,000000,Zulia,8203,000099,Deportivo Anzoategui
304364,2010,primera+división+de+venezuela,10490,000000,CD Lara,6763,000099,Zamora
304365,2010,primera+división+de+venezuela,6037,C8142F,Carabobo,10522,000000,Atlético Venezuela
304366,2010,primera+división+de+venezuela,10096,C8142F,Yaracuyanos,6038,000099,Estudiantes de Mérida
304367,2010,primera+división+de+venezuela,5268,C8142F,Trujillanos,6041,000099,Monagas SC
304368,2010,primera+división+de+venezuela,4818,C8142F,Deportivo Táchira,10524,000000,Caroní
304369,2010,primera+división+de+venezuela,10490,000000,CD Lara,4811,000099,Caracas F.C.
304370,2010,primera+división+de+venezuela,6763,C8142F,Zamora,7918,000099,Atlético Vigía
304371,2010,primera+división+de+venezuela,4810,C8142F,A.C. Mineros,9789,000000,Zulia
304372,2010,primera+división+de+venezuela,8203,C8142F,Deportivo Anzoategui,6036,000099,Aragua
304373,2010,primera+división+de+venezuela,7921,C8142F,Deportivo Petare,10092,000099,Real Espor
304374,2010,primera+división+de+venezuela,6036,C8142F,Aragua,4810,000099,A.C. Mineros
304375,2010,primera+división+de+venezuela,9789,000000,Zulia,6763,000099,Zamora
304376,2010,primera+división+de+venezuela,7918,C8142F,Atlético Vigía,10490,000000,CD Lara
304377,2010,primera+división+de+venezuela,6038,C8142F,Estudiantes de Mérida,4818,000099,Deportivo Táchira
304378,2010,primera+división+de+venezuela,10524,000000,Caroní,5268,000099,Trujillanos
304379,2010,primera+división+de+venezuela,6041,C8142F,Monagas SC,6037,000099,Carabobo
304380,2010,primera+división+de+venezuela,10522,000000,Atlético Venezuela,4811,000099,Caracas F.C.
304381,2010,primera+división+de+venezuela,7921,C8142F,Deportivo Petare,10096,000099,Yaracuyanos
304382,2010,primera+división+de+venezuela,10092,C8142F,Real Espor,8203,000099,Deportivo Anzoategui
304383,2010,primera+división+de+venezuela,6037,C8142F,Carabobo,10490,000000,CD Lara
304384,2010,primera+división+de+venezuela,10096,C8142F,Yaracuyanos,8203,000099,Deportivo Anzoategui
304385,2010,primera+división+de+venezuela,4818,C8142F,Deportivo Táchira,4810,000099,A.C. Mineros
304386,2010,primera+división+de+venezuela,5268,C8142F,Trujillanos,6763,000099,Zamora
304387,2010,primera+división+de+venezuela,4811,C8142F,Caracas F.C.,7918,000099,Atlético Vigía
304388,2010,primera+división+de+venezuela,6038,C8142F,Estudiantes de Mérida,7921,000099,Deportivo Petare
304389,2010,primera+división+de+venezuela,10524,000000,Caroní,10092,000099,Real Espor
304390,2010,primera+división+de+venezuela,6041,C8142F,Monagas SC,6036,000099,Aragua
304391,2010,primera+división+de+venezuela,10522,000000,Atlético Venezuela,9789,C60000,Zulia
304392,2010,primera+división+de+venezuela,6036,C8142F,Aragua,10522,000000,Atlético Venezuela
304393,2010,primera+división+de+venezuela,9789,000000,Zulia,4811,000099,Caracas F.C.
304394,2010,primera+división+de+venezuela,10490,000000,CD Lara,5268,000099,Trujillanos
304395,2010,primera+división+de+venezuela,6763,C8142F,Zamora,4818,000099,Deportivo Táchira
304396,2010,primera+división+de+venezuela,4810,C8142F,A.C. Mineros,10096,000099,Yaracuyanos
304397,2010,primera+división+de+venezuela,8203,C8142F,Deportivo Anzoategui,6038,000099,Estudiantes de Mérida
304398,2010,primera+división+de+venezuela,7918,C8142F,Atlético Vigía,6037,000099,Carabobo
304399,2010,primera+división+de+venezuela,7921,C8142F,Deportivo Petare,10524,000000,Caroní
304400,2010,primera+división+de+venezuela,10092,C8142F,Real Espor,6041,000099,Monagas SC
304401,2010,primera+división+de+venezuela,6037,C8142F,Carabobo,9789,000000,Zulia
304402,2010,primera+división+de+venezuela,10096,C8142F,Yaracuyanos,6763,000099,Zamora
304403,2010,primera+división+de+venezuela,4818,C8142F,Deportivo Táchira,10490,000000,CD Lara
304404,2010,primera+división+de+venezuela,6038,C8142F,Estudiantes de Mérida,4810,000099,A.C. Mineros
304405,2010,primera+división+de+venezuela,10524,000000,Caroní,8203,000099,Deportivo Anzoategui
304406,2010,primera+división+de+venezuela,5268,C8142F,Trujillanos,7918,000099,Atlético Vigía
304407,2010,primera+división+de+venezuela,6041,C8142F,Monagas SC,7921,000099,Deportivo Petare
304408,2010,primera+división+de+venezuela,10522,000000,Atlético Venezuela,10092,000099,Real Espor
304409,2010,primera+división+de+venezuela,4811,C8142F,Caracas F.C.,6036,000099,Aragua
304410,2010,primera+división+de+venezuela,6036,C8142F,Aragua,6037,000099,Carabobo
304411,2010,primera+división+de+venezuela,9789,000000,Zulia,5268,000099,Trujillanos
304412,2010,primera+división+de+venezuela,10490,000000,CD Lara,10096,000099,Yaracuyanos
304413,2010,primera+división+de+venezuela,6763,C8142F,Zamora,6038,000099,Estudiantes de Mérida
304414,2010,primera+división+de+venezuela,4810,C8142F,A.C. Mineros,10524,000000,Caroní
304415,2010,primera+división+de+venezuela,8203,C8142F,Deportivo Anzoategui,6041,000099,Monagas SC
304416,2010,primera+división+de+venezuela,7918,C8142F,Atlético Vigía,4818,000099,Deportivo Táchira
304417,2010,primera+división+de+venezuela,7921,C8142F,Deportivo Petare,10522,000000,Atlético Venezuela
304418,2010,primera+división+de+venezuela,10092,C8142F,Real Espor,4811,000099,Caracas F.C.
304419,2010,primera+división+de+venezuela,6037,C8142F,Carabobo,10092,000099,Real Espor
304420,2010,primera+división+de+venezuela,10096,C8142F,Yaracuyanos,7918,000099,Atlético Vigía
304421,2010,primera+división+de+venezuela,6038,C8142F,Estudiantes de Mérida,10490,000000,CD Lara
304422,2010,primera+división+de+venezuela,6763,C8142F,Zamora,10524,000000,Caroní
304423,2010,primera+división+de+venezuela,6041,C8142F,Monagas SC,4810,000099,A.C. Mineros
304424,2010,primera+división+de+venezuela,10522,000000,Atlético Venezuela,8203,000099,Deportivo Anzoategui
304425,2010,primera+división+de+venezuela,4811,C8142F,Caracas F.C.,7921,000099,Deportivo Petare
304426,2010,primera+división+de+venezuela,5268,C8142F,Trujillanos,6036,000099,Aragua
304427,2010,primera+división+de+venezuela,4818,C8142F,Deportivo Táchira,9789,000000,Zulia
